#Timestamp	Benchmark	Run(#)	GPU Frequency (MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Power(W)	inst_executed_cs	sm_inst_executed_texture	sm_inst_executed_global_loads	m_inst_executed_global_stores	threads_launched	gpu_busy	sm_executed_ipc	sm_issued_ipc	l2_write_bytes	l2_read_bytes	sm_active_cycles	sm_active_warps	sm_warps_launched
11230	stream_cluster	1	76	24	0.820000	0.6668512820512821	480.49906833333335	48.34612933333333	45.81201633333333	0.4831809999999999	9.258664666666666	73.29669799999999	8e-06	8e-06	186.9378396666667	4280.000543	136.62737733333333	11039.727627999999	0.28459233333333334
11739	stream_cluster	1	76	23	0.820000	0.6498307692307692	503.8778323333333	46.857814999999995	45.484161	0.4751806666666667	9.619365666666667	68.05126266666666	8e-06	8e-06	195.01456766666664	4266.662566	138.68414499999997	11100.361181	0.274631
12251	stream_cluster	1	76	23	0.820000	0.6774461538461538	475.3283403333333	45.92648966666667	46.68038966666666	0.44257166666666664	9.502157333333333	66.42356000000001	7.000000000000001e-06	8e-06	197.097135	4150.7796493333335	136.36123166666667	11136.897458333333	0.28123933333333334
12764	stream_cluster	1	76	23	0.820000	0.6518102564102565	470.8109856666667	46.76889366666666	51.162322999999994	0.459663	9.494883	67.30253866666668	8e-06	8e-06	188.30589666666665	4048.716682	129.42777066666665	9046.470322000001	0.28872933333333334
13277	stream_cluster	1	76	23	0.820000	0.6560717948717948	419.694025	47.37359733333333	50.79644966666667	0.45824333333333334	10.243492333333334	67.235808	8.666666666666668e-06	8e-06	186.20781066666666	4170.174803666666	130.597234	9223.878354333332	0.3227073333333333
13788	stream_cluster	1	76	23	0.820000	0.6541179487179487	408.8377203333334	47.820244333333335	48.201985666666666	0.48409299999999994	9.456279333333335	67.45986666666666	8e-06	8.666666666666668e-06	190.17829600000002	4315.609614333333	132.53884933333333	8887.400907000001	0.3182583333333333
14298	stream_cluster	1	76	22	0.820000	0.6675641025641026	425.0088143333333	47.606477000000005	48.441507	0.474688	9.730446333333333	70.79580633333335	7.666666666666667e-06	8e-06	192.80730166666663	4281.061538333333	136.8096383333333	9083.701761666665	0.3352833333333334
14810	stream_cluster	1	76	23	0.820000	0.6813692307692308	433.4598976666666	46.882444666666665	48.272728666666666	0.457557	10.241260666666667	71.04477166666665	7.666666666666667e-06	7.000000000000001e-06	202.83779466666667	4092.9543080000003	137.56405066666665	9293.543580333333	0.318421
15322	stream_cluster	1	76	23	0.820000	0.666820512820513	429.7796673333333	46.25921400000001	44.907089000000006	0.46800400000000003	9.744118666666665	70.304589	8e-06	8e-06	211.09674600000002	3990.6222510000002	132.25529266666666	9734.546443666666	0.29330833333333334
15834	stream_cluster	1	76	22	0.820000	0.6917333333333332	435.0172503333333	46.08040933333333	45.748248	0.48349266666666674	9.787131666666667	65.83720633333333	8e-06	8e-06	204.66005299999998	4017.119763	128.12867	12694.563388666667	0.282985
16344	stream_cluster	1	76	23	0.820000	0.6470461538461537	451.46380433333337	46.66111433333334	46.00286966666667	0.45390966666666666	9.600168666666667	67.20869900000001	8e-06	8e-06	200.67575033333333	4052.858313	130.64270566666667	12675.938208666666	0.28144433333333335
16855	stream_cluster	1	76	23	0.820000	0.6478564102564103	471.26559066666664	48.01710566666666	44.831093333333335	0.45702033333333336	9.204754999999999	71.51275366666667	8e-06	8e-06	195.32905966666667	4031.028576	127.41051033333333	12657.385532333336	0.295708
17364	stream_cluster	1	76	23	0.820000	0.6747282051282051	458.6215873333333	48.67370566666667	45.48239666666666	0.44960333333333335	9.1653	69.18670999999999	8e-06	8e-06	186.93753	4023.931892	137.71993233333333	12975.55449033333	0.29921166666666665
17872	stream_cluster	1	76	23	0.820000	0.6660358974358975	466.6190616666666	48.936884666666664	45.203707333333334	0.45597233333333337	9.017503666666665	69.95093466666667	8e-06	8e-06	186.436694	4063.902933	138.307025	12109.569342333334	0.288583
18383	stream_cluster	1	76	23	0.820000	0.6367589743589744	467.314341	48.542048666666666	45.93182066666666	0.470901	9.000817	70.994371	8e-06	8e-06	189.36642866666668	4212.358607333334	142.97619133333333	9063.572774666667	0.278556
18895	stream_cluster	1	76	23	0.820000	0.687251282051282	458.14605966666664	47.11400833333334	46.23884533333333	0.4920833333333334	9.411205	70.97460766666666	8e-06	8e-06	196.0332546666667	4295.958269666667	146.73381766666668	8597.257966	0.286623
19409	stream_cluster	1	76	22	0.820000	0.6628666666666666	473.25695500000006	46.165050666666666	48.55529000000001	0.459786	9.747550666666667	67.924111	8e-06	8e-06	197.18004566666664	4272.223546666667	136.09668166666668	8600.592420666666	0.2761576666666667
